WZ_CD,Emp_2011
E33000191,554
E33000192,249
E33001221,283
E33001222,411
E33001223,256
E33001224,475
E33001225,401
E33000198,1115
E33001226,346
E33001227,366
E33001228,640
E33001229,308
E33001230,467
E33001231,306
E33001232,698
E33001233,433
E33001234,619
E33001235,279
E33001236,301
E33001237,298
E33001238,2706
E33000193,599
E33000210,241
E33000211,688
E33001239,238
E33001240,753
E33001241,1420
E33001242,271
E33001243,493
E33001244,642
E33001245,441
E33001246,465
E33001247,356
E33001248,614
E33001249,713
E33001250,326
E33001251,490
E33001252,338
E33001253,333
E33001254,359
E33001255,386
E33001256,370
E33000197,961
E33001257,482
E33000194,1149
E33001258,655
E33001259,450
E33001260,390
E33001261,452
E33001262,238
E33000195,1132
E33000196,767
E33001263,275
E33001264,272
E33001265,225
E33001266,254
E33001267,458
E33001268,367
E33001269,342
E33001270,411
E33001271,382
E33001272,826
E33001273,396
E33001274,369
E33001275,410
E33001276,274
E33001277,387
E33001278,320
E33001279,424
E33000242,349
E33000243,320
E33000244,212
E33000245,777
E33000246,219
E33000247,249
E33000248,450
E33000249,535
E33000250,1061
E33000251,656
E33001280,771
E33001281,335
E33001282,450
E33001283,524
E33000240,686
E33000682,393
E33000683,394
E33001284,273
E33001285,280
E33001286,271
E33001287,660
E33001288,262
E33001289,270
E33001290,397
E33000261,610
E33000262,6565
E33000263,1060
E33001291,267
E33001292,310
E33001293,261
E33001294,1247
E33001295,381
E33000212,1615
E33000213,437
E33000214,1005
E33001296,446
E33001297,269
E33001298,256
E33001299,422
E33001300,422
E33000259,491
E33000260,891
E33000264,1112
E33001301,284
E33001302,331
E33001303,638
E33001304,460
E33001305,347
E33000266,1068
E33000267,326
E33000268,606
E33001306,468
E33001307,235
E33001308,270
E33001309,203
E33000224,4726
E33001310,333
E33001311,260
E33001312,267
E33001313,271
E33000234,628
E33000235,292
E33001314,351
E33001315,472
E33000215,295
E33000216,238
E33000217,1926
E33000218,280
E33000219,466
E33000220,1192
E33000221,131
E33000222,1504
E33000223,226
E33000680,379
E33000681,327
E33000687,358
E33000688,300
E33000689,268
E33000690,300
E33000691,220
E33000692,329
E33000693,418
E33000694,404
E33000695,242
E33000696,358
E33000697,203
E33000698,274
E33000699,232
E33000700,374
E33000701,955
E33001316,235
E33001317,285
E33001318,239
E33001319,1034
E33001320,332
E33001321,430
E33001322,505
E33001323,741
E33001324,301
E33001325,481
E33001326,444
E33001327,308
E33001328,479
E33001329,263
E33001330,289
E33001331,240
E33001332,333
E33000227,287
E33000252,202
E33000253,228
E33000254,609
E33001333,261
E33001334,317
E33001335,480
E33001336,490
E33001337,368
E33001338,264
E33001339,256
E33000675,3069
E33000676,284
E33000677,1056
E33000678,367
E33000679,395
E33000685,431
E33000686,928
E33001340,265
E33001341,257
E33001342,393
E33001343,292
E33001344,719
E33001345,226
E33001346,296
E33000255,470
E33000256,376
E33000257,2842
E33000258,729
E33001347,228
E33001348,382
E33001349,304
E33000265,916
E33001350,270
E33001351,331
E33001352,469
E33000225,796
E33001353,344
E33001354,315
E33001355,345
E33000226,673
E33001356,534
E33001357,314
E33001358,314
E33001359,631
E33001360,257
E33001361,354
E33001362,284
E33001363,386
E33001364,335
E33001365,681
E33000239,762
E33001366,250
E33001367,272
E33001368,609
E33001369,542
E33001370,673
E33001371,303
E33001372,379
E33001373,273
E33001374,655
E33001375,1060
E33001376,647
E33001377,461
E33001378,329
E33001379,306
E33001380,273
E33001381,247
E33001382,315
E33000684,691
E33001383,266
E33001384,331
E33001385,283
E33001386,279
E33000236,2028
E33000237,699
E33000238,2940
E33000241,1996
E33001387,285
E33001388,256
E33001389,530
E33001390,285
E33001391,277
E33001392,702
E33001393,342
E33001394,696
E33001395,251
E33001396,292
E33001397,265
E33001398,234
E33001399,342
E33001400,455
E33001401,341
E33001402,321
E33001403,358
E33001404,335
E33000230,312
E33000231,254
E33000232,313
E33000233,214
E33001405,591
E33001406,373
E33001407,643
E33000228,870
E33000229,1618
E33001408,361
E33001409,265
E33001410,363
E33001411,778
E33001412,489
E33001413,335
E33001414,474
E33001415,579
E33003333,753
E33003334,227
E33003335,737
E33007095,354
E33007096,379
E33007097,275
E33007098,641
E33007099,437
E33007100,382
E33003329,269
E33007101,287
E33007102,357
E33007103,327
E33003336,411
E33003337,502
E33003338,522
E33003339,554
E33007104,281
E33007105,254
E33007106,286
E33007107,498
E33007108,295
E33007109,398
E33007110,634
E33003370,690
E33003371,240
E33007111,374
E33007112,277
E33007113,320
E33007114,357
E33003341,869
E33003342,251
E33003346,228
E33003347,456
E33003348,337
E33003349,429
E33003350,711
E33003351,269
E33003352,202
E33003353,288
E33003354,213
E33003355,494
E33003356,422
E33003357,375
E33003358,557
E33003359,269
E33003360,317
E33003361,356
E33003362,385
E33003363,1904
E33003364,259
E33003368,311
E33003369,1047
E33003372,522
E33003373,278
E33003374,280
E33003375,218
E33003376,411
E33003377,263
E33003378,234
E33007115,549
E33007116,383
E33007117,398
E33007118,600
E33007119,283
E33003323,209
E33003324,789
E33003325,268
E33003326,457
E33007120,594
E33007121,320
E33007122,323
E33007123,421
E33003327,554
E33003328,801
E33003343,452
E33003344,686
E33003345,339
E33007124,322
E33007125,248
E33007126,331
E33007127,290
E33007128,497
E33007129,401
E33007130,302
E33007131,336
E33007132,287
E33007133,329
E33007134,288
E33007135,375
E33007136,325
E33007137,381
E33007138,341
E33007139,257
E33007140,456
E33007141,543
E33007142,287
E33007143,428
E33003332,733
E33003340,3969
E33004220,490
E33004221,606
E33004222,568
E33004223,361
E33004224,810
E33004225,321
E33007144,772
E33007145,606
E33007146,609
E33007147,473
E33007148,291
E33007149,328
E33007150,826
E33007151,679
E33003330,649
E33007152,228
E33007153,451
E33007154,240
E33007155,269
E33007156,354
E33007157,317
E33007158,446
E33007159,416
E33003365,515
E33003366,225
E33003367,517
E33004218,898
E33004219,306
E33007160,551
E33007161,311
E33007162,379
E33007163,235
E33007164,432
E33007165,301
E33007166,347
E33007167,402
E33007168,367
E33003331,580
E33007169,337
E33007170,405
E33007171,305
E33007172,374
E33007173,255
E33007174,275
E33007175,348
E33007176,332
E33007177,279
E33003392,335
E33003393,657
E33007178,568
E33007179,406
E33007180,420
E33007181,644
E33007182,990
E33007183,354
E33007184,513
E33007185,292
E33007186,350
E33003391,2926
E33003395,940
E33007187,428
E33007188,526
E33007189,539
E33007190,354
E33007191,250
E33007192,362
E33007193,346
E33003382,203
E33003383,203
E33003384,266
E33003385,264
E33003386,234
E33007194,700
E33007195,562
E33007196,311
E33007197,393
E33007198,441
E33007199,494
E33007200,261
E33007201,230
E33007202,332
E33007203,266
E33007204,321
E33007205,457
E33007206,262
E33003394,468
E33007207,299
E33007208,334
E33007209,245
E33007210,398
E33007211,4610
E33003398,917
E33003399,282
E33003400,261
E33003401,355
E33003402,418
E33003403,345
E33003404,196
E33003405,689
E33003406,326
E33003407,257
E33003408,244
E33003409,286
E33003410,297
E33003411,325
E33003412,235
E33003413,935
E33003414,751
E33003415,201
E33003416,297
E33003417,278
E33003418,224
E33007212,312
E33007213,396
E33007214,233
E33007215,275
E33007216,375
E33007217,523
E33007218,396
E33007219,859
E33007220,345
E33007221,341
E33007222,386
E33007223,291
E33007224,936
E33007225,298
E33007226,328
E33003379,503
E33003380,892
E33003381,675
E33003421,259
E33003422,532
E33007227,524
E33007228,285
E33007229,396
E33007230,347
E33007231,311
E33003388,405
E33003389,437
E33003390,668
E33007232,265
E33007233,229
E33007234,896
E33007235,296
E33007236,246
E33007237,1991
E33007238,259
E33003419,307
E33007239,308
E33007240,308
E33007241,273
E33007242,353
E33007243,394
E33003387,1254
E33007244,291
E33007245,476
E33007246,316
E33003420,405
E33003423,555
E33007247,333
E33007248,303
E33007249,335
E33007250,278
E33007251,307
E33007252,274
E33007253,311
E33003396,209
E33003397,1203
E33007254,613
E33007255,323
E33007256,473
E33007257,307
E33007258,365
E33007259,305
E33007260,317
E33007261,314
E33007262,307
E33007356,459
E33007357,639
E33007358,258
E33007359,288
E33007360,394
E33007361,436
E33003495,475
E33003496,514
E33007362,249
E33007363,311
E33007364,583
E33007365,369
E33003502,235
E33007366,432
E33007367,370
E33007368,481
E33003497,239
E33003498,226
E33003499,903
E33003500,432
E33003501,278
E33007369,639
E33007370,508
E33007371,549
E33003487,505
E33003488,282
E33007372,385
E33007373,301
E33007374,610
E33003486,520
E33003489,827
E33003490,490
E33003491,249
E33003492,626
E33003493,238
E33003494,142
E33007375,411
E33007376,415
E33007377,661
E33007378,344
E33007379,326
E33007380,335
E33007381,593
E33007382,396
E33007383,313
E33007384,302
E33007385,492
E33007386,349
E33007387,280
E33007388,306
E33007389,275
E33003504,989
E33003505,558
E33007390,503
E33007391,365
E33007392,263
E33007393,232
E33007394,270
E33007395,652
E33007396,468
E33007397,652
E33003503,482
E33007398,545
E33007399,309
E33007400,271
E33003485,317
E33007401,277
E33007402,371
E33007403,283
E33007404,250
E33007405,389
E33007406,517
E33007407,289
E33007408,420
E33007409,469
E33007410,287
E33007411,238
E33007412,1007
E33007413,362
E33007414,566
E33007415,317
E33007416,799
E33007417,350
E33007418,275
E33007419,272
E33007420,268
E33007421,505
E33007422,1266
E33007423,279
E33003529,4460
E33007424,1673
E33007425,290
E33003530,262
E33003531,290
E33003532,742
E33003533,753
E33003534,207
E33003535,286
E33003536,315
E33003537,243
E33003538,291
E33003539,530
E33004324,250
E33004325,521
E33004326,493
E33004327,414
E33004328,465
E33004329,943
E33004330,573
E33004331,340
E33004332,405
E33004333,799
E33004334,886
E33007426,268
E33007427,235
E33007428,265
E33003512,227
E33003513,717
E33003514,213
E33003515,715
E33003516,693
E33003517,369
E33003518,540
E33003519,248
E33003520,304
E33003521,344
E33003522,482
E33003523,288
E33003524,203
E33007429,246
E33007430,346
E33007431,295
E33007432,425
E33007433,739
E33003525,1119
E33003526,207
E33003527,292
E33003528,432
E33007434,282
E33007435,264
E33007436,536
E33007437,340
E33007438,332
E33007439,238
E33007440,270
E33007441,336
E33007442,904
E33007443,362
E33003544,383
E33007444,299
E33007445,484
E33004322,1102
E33004323,837
E33007446,479
E33007447,711
E33007448,244
E33007449,562
E33007450,331
E33007451,268
E33007452,271
E33007453,337
E33003510,615
E33003511,437
E33007454,408
E33007455,319
E33007456,286
E33007457,263
E33007458,602
E33007459,564
E33007460,345
E33007461,587
E33007462,4088
E33007463,395
E33007464,519
E33007465,472
E33007466,267
E33007467,970
E33007468,259
E33007469,277
E33007470,455
E33007471,296
E33007472,268
E33003506,220
E33003507,398
E33003508,221
E33003509,356
E33003540,253
E33003541,356
E33003542,307
E33003543,226
E33007473,229
E33007474,253
E33007475,407
E33007476,485
E33007477,874
E33007478,904
E33007479,338
E33007480,522
E33007481,321
E33007482,618
E33007483,276
E33007484,441
E33007485,389
E33007536,323
E33007537,364
E33007538,256
E33007539,400
E33007540,307
E33007541,401
E33007542,282
E33007543,296
E33007544,427
E33003604,666
E33007545,411
E33007546,307
E33007547,269
E33007548,275
E33007549,371
E33003562,355
E33003563,804
E33003564,1283
E33003565,954
E33007550,543
E33007551,420
E33007552,356
E33007553,728
E33007554,404
E33007555,399
E33007556,292
E33007557,304
E33007558,228
E33007559,280
E33003567,219
E33003568,438
E33003569,312
E33003570,536
E33003571,202
E33003572,427
E33003573,223
E33003574,249
E33003575,289
E33003576,280
E33003577,329
E33003578,457
E33003579,506
E33003580,1050
E33007560,535
E33007561,679
E33007562,591
E33007563,430
E33007564,355
E33003566,324
E33003600,308
E33003601,294
E33003602,886
E33003603,3022
E33004321,615
E33007565,337
E33007566,281
E33007567,488
E33007568,265
E33007569,252
E33007570,373
E33007571,321
E33007572,651
E33007573,293
E33007574,266
E33007575,287
E33007576,229
E33007577,236
E33007578,281
E33007579,303
E33007580,292
E33007581,282
E33007582,434
E33003589,913
E33003590,273
E33007583,302
E33007584,270
E33007585,475
E33007586,267
E33003605,227
E33003606,1031
E33003607,373
E33003608,232
E33007587,241
E33007588,370
E33007589,612
E33007590,507
E33003581,304
E33003582,228
E33003583,318
E33003584,228
E33003585,215
E33003586,565
E33003587,824
E33003588,954
E33007591,242
E33007592,468
E33007593,221
E33007594,227
E33007595,279
E33007596,274
E33003557,570
E33003558,248
E33003560,4379
E33003561,219
E33007597,417
E33007598,507
E33007599,397
E33007600,268
E33007601,387
E33007602,337
E33007603,275
E33007604,277
E33003559,703
E33007605,334
E33007606,272
E33007607,219
E33007608,376
E33007609,366
E33007610,459
E33007611,484
E33007612,472
E33007613,707
E33007614,446
E33007615,510
E33007616,459
E33007617,391
E33007618,451
E33003597,752
E33003598,2153
E33007619,266
E33007620,458
E33007621,223
E33007622,277
E33007623,449
E33007624,391
E33003591,2448
E33007625,634
E33007626,291
E33007627,660
E33007628,523
E33007629,489
E33003592,493
E33003593,474
E33003594,457
E33003595,598
E33003596,431
E33004309,424
E33004310,271
E33004311,249
E33004312,341
E33004313,307
E33004314,797
E33004315,362
E33004316,738
E33004317,308
E33004318,224
E33004319,642
E33004320,275
E33007630,572
E33007631,444
E33007632,292
E33007633,479
E33007634,702
E33007635,335
E33007636,337
E33007637,414
E33007638,266
E33007639,333
E33003609,246
E33007640,484
E33007641,314
E33007642,267
E33007643,252
E33007644,331
E33007645,275
E33007646,467
E33007647,359
E33007648,245
E33007649,338
E33003599,415
E33007650,368
E33007651,270
E33007652,516
E33007653,441
E33007654,284
E33003478,395
E33007263,577
E33007264,347
E33007265,553
E33007266,253
E33007267,1016
E33007268,244
E33003479,351
E33003480,1068
E33003481,538
E33007269,340
E33007270,1392
E33007271,270
E33007272,296
E33007273,527
E33007274,458
E33007275,245
E33007276,269
E33007277,229
E33007278,306
E33003484,5036
E33007279,263
E33007280,276
E33007281,271
E33007282,354
E33007283,505
E33007284,431
E33007285,478
E33007286,442
E33007287,295
E33007288,296
E33007289,393
E33007290,278
E33007291,206
E33007292,249
E33007293,356
E33007294,339
E33007295,265
E33007296,210
E33007297,448
E33007298,335
E33003424,219
E33003425,1094
E33003432,836
E33007299,589
E33007300,856
E33007301,675
E33007302,599
E33007303,372
E33007304,416
E33007305,532
E33007306,349
E33007307,397
E33003426,282
E33003427,264
E33003428,361
